Employee ID,Department,Job Role,Job Level,Location,Age Band,Tenure (Years),Years in Current Role,Years Since Last Promotion,Monthly Salary,Salary Band,Salary Hike %,Performance Rating,Job Satisfaction Score,Work-Life Balance Score,Manager Satisfaction Score,Engagement Score,Training Hours,Overtime,Business Travel Frequency,Absence Days,Promotion Status,Remote/Hybrid/Office,Distance From Office,Internal Mobility,Recognition Received,Attrition,Attrition Type,Exit Reason,Attrition Risk Score,Risk Category,Join Date,Exit Date,Tenure Band
EMP1563,Sales,Sales Executive,L2,Mumbai,21-25,7.9,4.6,0.2,39500,35K-55K,3.0,2.6,3.4,3.8,3.5,4.1,30,No,None,1,Recent,Office,6.9,Yes,No,No,Not Applicable,Not Applicable,30,Low Risk,2017-10-27,,6–10 Years
EMP1564,Sales,Sales Executive,L3,Hyderabad,26-30,0.9,0.4,0.2,75000,55K-80K,5.2,3.3,3.5,4.1,3.8,3.9,36,Yes,Frequent,11,Recent,Hybrid,17.9,No,No,No,Not Applicable,Not Applicable,44,Medium Risk,2021-03-28,,Less than 1 Year
EMP1565,HR,HR Executive,L1,Delhi NCR,21-25,5.3,2.9,2.8,30500,<35K,7.1,3.1,2.4,1.7,3.9,3.3,11,No,Occasional,14,Due Soon,Hybrid,19.6,No,No,Yes,Voluntary,Career Growth,35,Medium Risk,2015-11-11,1776038400000000000,6–10 Years
EMP1566,IT,Software Engineer,L4,Pune,26-30,7.7,5.2,4.2,103500,80K-110K,5.2,2.5,3.2,3.4,4.1,3.5,36,No,None,14,Overdue,Hybrid,1.5,No,No,No,Not Applicable,Not Applicable,38,Medium Risk,2021-10-11,,6–10 Years
EMP1567,Operations,Operations Analyst,L4,Delhi NCR,31-35,2.9,2.1,1.1,84500,80K-110K,6.3,3.4,4.3,2.3,2.5,4.0,19,No,Occasional,12,Recent,Remote,24.5,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2016-05-24,,3–5 Years
EMP1568,Operations,Operations Analyst,L2,Mumbai,26-30,3.7,2.7,0.2,42500,35K-55K,11.8,3.2,1.9,2.7,3.0,3.2,14,No,Occasional,2,Recent,Office,7.9,Yes,Yes,Yes,Voluntary,Career Growth,43,Medium Risk,2021-03-08,1783468800000000000,3–5 Years
EMP1569,Customer Support,Customer Support Specialist,L1,Delhi NCR,26-30,3.3,2.1,2.9,21500,<35K,3.9,3.6,2.7,4.0,3.0,4.1,21,No,Occasional,1,Due Soon,Office,7.2,Yes,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2021-10-28,,3–5 Years
EMP1570,HR,HR Executive,L2,Guwahati,26-30,3.4,2.8,3.2,41000,35K-55K,1.0,3.3,1.7,3.9,2.6,3.3,47,Yes,Occasional,0,Due Soon,Remote,4.9,No,Yes,No,Not Applicable,Not Applicable,58,High Risk,2025-07-23,,3–5 Years
EMP1571,Operations,Operations Analyst,L3,Hyderabad,26-30,6.5,5.1,5.2,65500,55K-80K,5.2,2.8,3.8,2.6,1.9,2.7,23,No,None,4,Overdue,Hybrid,12.4,No,Yes,Yes,Involuntary,Performance-Related Exit,45,Medium Risk,2017-10-28,1774569600000000000,6–10 Years
EMP1572,Product,Product Analyst,L5,Pune,36-40,10.8,8.0,3.3,126500,110K+,6.0,3.7,4.4,3.1,1.0,3.9,59,No,None,7,Due Soon,Office,27.9,No,Yes,No,Not Applicable,Not Applicable,37,Medium Risk,2023-10-10,,10+ Years
EMP1573,Operations,Operations Analyst,L3,Pune,36-40,8.9,2.5,3.6,65000,55K-80K,5.5,2.8,3.1,2.7,4.4,3.1,0,Yes,None,2,Due Soon,Hybrid,1.0,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2024-09-12,,6–10 Years
EMP1574,IT,Software Engineer,L1,Pune,41-50,2.5,0.6,1.8,28000,<35K,7.8,1.2,2.4,5.0,2.1,2.7,6,Yes,None,9,Recent,Hybrid,1.0,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2012-10-10,,3–5 Years
EMP1575,Customer Support,Customer Support Specialist,L3,Hyderabad,36-40,4.5,1.7,4.5,49000,35K-55K,3.9,3.3,2.4,3.5,4.7,3.6,47,No,None,10,Overdue,Remote,14.1,Yes,No,No,Not Applicable,Not Applicable,38,Medium Risk,2015-06-29,,3–5 Years
EMP1576,Customer Support,Customer Support Specialist,L2,Delhi NCR,26-30,2.0,1.4,1.5,43000,35K-55K,3.5,2.8,3.0,2.4,4.0,3.3,50,No,Occasional,5,Recent,Hybrid,16.6,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2023-02-21,,1–2 Years
EMP1577,Marketing,Marketing Executive,L3,Pune,31-35,2.1,1.1,1.2,68000,55K-80K,5.0,3.4,3.0,4.5,3.1,4.4,16,No,Occasional,0,Recent,Remote,12.4,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2012-06-12,,3–5 Years
EMP1578,Customer Support,Customer Support Specialist,L1,Pune,26-30,3.6,1.8,3.6,31500,<35K,5.0,4.5,4.1,4.5,3.9,4.5,29,No,Occasional,14,Due Soon,Office,16.8,Yes,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2016-10-02,,3–5 Years
EMP1579,Operations,Operations Analyst,L3,Mumbai,26-30,2.1,1.7,0.2,67000,55K-80K,13.4,4.5,2.7,4.9,3.8,4.6,38,No,Occasional,7,Recent,Hybrid,2.9,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2025-04-28,,3–5 Years
EMP1580,Finance,Financial Analyst,L2,Guwahati,36-40,2.4,2.0,0.2,41500,35K-55K,11.7,3.1,3.7,5.0,2.5,3.8,25,No,Occasional,17,Recent,Hybrid,4.4,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2012-02-23,,3–5 Years
EMP1581,Operations,Operations Analyst,L5,Mumbai,21-25,4.4,3.7,2.4,137500,110K+,2.0,2.7,3.0,3.9,3.4,3.9,30,No,None,7,Recent,Office,13.0,Yes,Yes,Yes,Voluntary,Manager/Team Issues,30,Low Risk,2017-06-10,1769472000000000000,3–5 Years
EMP1582,Customer Support,Customer Support Specialist,L2,Delhi NCR,41-50,5.3,2.4,2.2,33000,<35K,1.2,3.6,2.6,2.9,2.6,3.5,28,Yes,Occasional,8,Recent,Remote,26.1,No,Yes,Yes,Voluntary,Higher Studies,40,Medium Risk,2020-08-10,1774483200000000000,6–10 Years
EMP1583,Operations,Operations Analyst,L3,Hyderabad,26-30,5.2,3.6,1.8,62000,55K-80K,6.7,3.0,3.0,3.0,4.0,4.0,7,No,None,2,Recent,Hybrid,16.5,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2011-03-26,,6–10 Years
EMP1584,HR,HR Executive,L4,Hyderabad,31-35,5.2,2.2,3.9,84000,80K-110K,12.7,3.5,3.6,2.9,2.8,3.5,23,No,Frequent,5,Due Soon,Hybrid,16.9,Yes,No,No,Not Applicable,Not Applicable,29,Low Risk,2017-04-18,,6–10 Years
EMP1585,IT,Software Engineer,L1,Mumbai,31-35,1.3,0.5,0.7,28000,<35K,9.0,2.8,4.1,2.8,3.3,3.8,28,No,Occasional,0,Recent,Hybrid,3.4,No,Yes,Yes,Voluntary,Relocation,25,Low Risk,2015-10-18,1782432000000000000,1–2 Years
EMP1586,Finance,Financial Analyst,L4,Bengaluru,36-40,2.0,0.7,2.0,72000,55K-80K,6.9,3.4,3.1,4.4,3.3,3.9,29,No,None,0,Recent,Office,15.4,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2022-07-23,,1–2 Years
EMP1587,Sales,Sales Executive,L3,Mumbai,31-35,3.8,1.8,1.6,72500,55K-80K,5.6,2.7,2.2,3.2,3.5,2.9,4,No,Occasional,11,Recent,Hybrid,2.5,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2018-04-11,,3–5 Years
EMP1588,Sales,Sales Executive,L1,Bengaluru,31-35,7.5,4.0,0.7,27500,<35K,10.2,4.0,4.2,4.1,4.8,4.7,39,Yes,Occasional,6,Recent,Remote,26.1,No,Yes,Yes,Voluntary,Work-Life Balance,35,Medium Risk,2021-11-19,1774310400000000000,6–10 Years
EMP1589,Sales,Sales Executive,L2,Mumbai,21-25,14.6,10.0,2.1,43000,35K-55K,7.5,2.8,2.5,3.8,3.2,3.5,30,Yes,None,5,Recent,Hybrid,3.9,Yes,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2017-06-09,,10+ Years
EMP1590,Marketing,Marketing Executive,L3,Bengaluru,31-35,4.6,1.5,3.6,66500,55K-80K,12.2,3.6,3.5,2.2,4.4,4.2,13,Yes,Occasional,3,Due Soon,Hybrid,5.6,Yes,Yes,Yes,Voluntary,Job Role Mismatch,35,Medium Risk,2019-06-27,1768867200000000000,3–5 Years
EMP1591,Sales,Sales Executive,L1,Bengaluru,21-25,6.1,4.4,5.8,31000,<35K,1.9,2.4,3.3,1.6,3.8,3.5,53,Yes,None,5,Overdue,Office,1.0,No,No,No,Not Applicable,Not Applicable,53,Medium Risk,2014-07-13,,6–10 Years
EMP1592,IT,Software Engineer,L3,Pune,31-35,1.1,0.7,1.1,54000,35K-55K,8.3,3.7,3.2,2.0,4.6,4.3,23,No,None,13,Recent,Hybrid,12.7,No,Yes,Yes,Voluntary,Career Growth,35,Medium Risk,2019-07-21,1778025600000000000,1–2 Years
EMP1593,Marketing,Marketing Executive,L2,Pune,31-35,6.0,2.6,0.2,42500,35K-55K,5.3,2.6,2.9,2.8,3.1,3.5,24,Yes,Frequent,8,Recent,Hybrid,12.4,No,Yes,No,Not Applicable,Not Applicable,39,Medium Risk,2018-05-26,,6–10 Years
EMP1594,HR,HR Executive,L3,Bengaluru,31-35,12.3,7.0,2.1,71500,55K-80K,8.2,3.4,3.9,3.3,4.0,4.0,37,Yes,Occasional,1,Recent,Hybrid,24.1,Yes,Yes,Yes,Voluntary,Manager/Team Issues,35,Medium Risk,2012-10-05,1774742400000000000,10+ Years
EMP1595,Customer Support,Customer Support Specialist,L1,Bengaluru,21-25,2.0,0.9,2.0,28000,<35K,7.8,3.9,1.0,2.6,3.3,3.1,54,No,Occasional,12,Recent,Hybrid,18.2,No,No,No,Not Applicable,Not Applicable,48,Medium Risk,2018-12-15,,1–2 Years
EMP1596,Operations,Operations Analyst,L4,Guwahati,21-25,2.4,1.5,2.4,82500,80K-110K,8.5,3.1,4.3,3.9,1.0,3.9,38,No,Occasional,16,Recent,Hybrid,5.7,No,No,No,Not Applicable,Not Applicable,42,Medium Risk,2022-02-19,,3–5 Years
EMP1597,IT,Software Engineer,L5,Bengaluru,31-35,6.6,3.5,2.5,118000,110K+,9.9,2.5,2.5,2.7,2.5,2.5,40,Yes,None,9,Due Soon,Remote,19.0,No,Yes,No,Not Applicable,Not Applicable,51,Medium Risk,2022-02-15,,6–10 Years
EMP1598,Marketing,Marketing Executive,L5,Pune,21-25,3.8,1.4,3.8,120500,110K+,11.2,3.5,3.7,3.4,3.9,3.9,14,No,None,11,Due Soon,Hybrid,2.1,Yes,No,No,Not Applicable,Not Applicable,25,Low Risk,2023-10-14,,3–5 Years
EMP1599,Marketing,Marketing Executive,L3,Bengaluru,21-25,0.6,0.2,0.6,61000,55K-80K,12.9,2.7,3.6,3.3,3.8,3.7,29,No,Occasional,13,Recent,Hybrid,6.3,No,No,Yes,Involuntary,Job Role Mismatch,35,Medium Risk,2019-01-01,1783555200000000000,Less than 1 Year
EMP1600,Sales,Sales Executive,L1,Hyderabad,21-25,2.5,1.5,2.5,27500,<35K,7.0,2.9,4.4,4.8,2.3,4.3,21,Yes,Frequent,0,Due Soon,Office,12.9,Yes,No,No,Not Applicable,Not Applicable,39,Medium Risk,2016-07-14,,3–5 Years
